featurekey,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACRBP,0.7242955913012072,-0.959488681462992,0.13547415658159884,-7.082448089537081,1.4162982320039502e-12,3.4355587905150043e-12
ACRP1,0.0,,,,,
ACRV1,0.0,,,,,
ACSBG1,0.07338459062293169,-0.20268745568670618,0.3150409887933819,-0.6433685231341049,0.5199850029293032,0.59182319005823
ACSBG2,0.0008888154347725641,0.5543285029955449,2.931288761631851,0.18910743637789879,0.8500086132610787,
ACSF2,1.4114669584433277,0.10742948331603368,0.06410928891478973,1.6757241444188002,0.09379223827304113,0.12456412501123662
ACSF3,7.303780224914915,-0.14861583844598625,0.03574244803871016,-4.157964733837781,3.2109557808263854e-05,5.5345405945522395e-05
ACSL1,1.6354081632908586,-1.1571625842831454,0.0953320051840113,-12.13823817142598,6.623689373177121e-34,4.719378678388699e-33
ACSL3,10.574635236369149,-0.3521981369994363,0.036573285913617574,-9.629928736271959,5.977091659020561e-22,2.219310969872247e-21
ACSL3-AS1,0.0,,,,,
ACSL3P1,0.0,,,,,
ACSL4,4.33242834265028,-0.6607530402700424,0.0613485717471523,-10.770471446235641,4.745648895597802e-27,2.2820851676127151e-26
ACSL5,10.296168273217566,-0.6720622968917376,0.04925773451235165,-13.643792260141687,2.198252384856236e-42,2.9745921134402026e-41
ACSL6,0.7020879587830047,0.3940990618085157,0.12386038104748771,3.1818008185960553,0.0014636243834235793,0.0022838480892593068
ACSL6-AS1,0.0,,,,,
ACSM1,0.06393702125330031,0.2755547007328666,0.4402022876220173,0.6259728958280051,0.5313327194174262,0.6024164762122313
ACSM2A,0.0017228612161657578,0.5433671757755338,2.9312059963822867,0.18537324788710213,0.852936289855561,
ACSM2B,0.0051836356526677825,0.5361464769994252,2.2910214403971167,0.23402071562738916,0.8149688964066324,
ACSM3,0.9114117830619937,0.24355929223517395,0.08765681679388224,2.7785550644382115,0.005460125804354855,0.008164472526049906
ACSM4,0.0001465981970340569,0.566263555028253,2.9313464085470162,0.19317524308187561,0.8468217267079737,
ACSM5,0.0,,,,,
ACSM5P1,0.0,,,,,
ACSM6,0.007417273052751968,0.4671342836115574,1.3919250564971286,0.33560304229821947,0.7371702295197804,
ACSS1,16.64679669488042,-0.15163010011133995,0.02716745047572016,-5.581315046358634,2.3870680567907616e-08,4.815562410822904e-08
ACSS2,0.5164059484002151,-0.20368814654260362,0.11217153800585558,-1.8158630091349082,0.06939138887099032,0.0936574395595566
ACSS3,0.001061399988485022,0.5700443810412203,2.9313038736934507,0.19446785649109893,0.8458095620618784,
ACTA1,0.0014209210950601573,0.5491851630091791,2.93126405816094,0.1873543809470836,0.8513827879330518,
ACTA2,2.729508704380244,-0.3966629226077941,0.07436985315487901,-5.3336520885919105,9.625686912637847e-08,1.8869209386704624e-07
ACTA2-AS1,0.008831235517378166,0.4542166955187216,1.0386876523431183,0.4372986378475562,0.6618947830873692,
ACTB,2760.2441505515653,-0.23491877453300802,0.020739115600739592,-11.327328467402458,9.609101049555179e-30,5.369385268530775e-29
ACTBL2,0.0,,,,,
ACTBP1,0.0,,,,,
ACTBP11,0.0,,,,,
ACTBP12,0.0,,,,,
ACTBP14,0.0,,,,,
ACTBP15,0.0,,,,,
ACTBP16,0.0,,,,,
ACTBP2,0.0,,,,,
ACTBP4,0.0,,,,,
ACTBP6,0.0,,,,,
ACTBP7,0.0,,,,,
ACTBP8,0.0,,,,,
ACTBP9,0.0,,,,,
ACTC1,0.0,,,,,
ACTE1P,0.0,,,,,
ACTG1,638.929526211177,-0.2461846734762383,0.02866008316525059,-8.589810157101327,8.711314104556966e-18,2.6321148204169974e-17
ACTG1P1,0.0,,,,,
ACTG1P10,0.0,,,,,
ACTG1P11,0.0,,,,,
ACTG1P12,0.0,,,,,
ACTG1P13,0.0,,,,,
ACTG1P14,0.0,,,,,
